share_sm,age,gender,education_level,income_level,cond,ResponseId,country,finished,condName,belief_in_cc,policy_support,wept,country_standard,alpha2,alpha3,share_sm_jittered
0.0,34.0,2.0,2.0,9.0,4,R_2xCXwsjA7FfYAfn,uk,1,SciConsens,98.5,87.5,8.0,United Kingdom,GB,GBR,0.17251398929093098
0.0,64.0,2.0,2.0,6.0,7,R_1QmFeYsg6DJlxYt,uk,1,PsychDistance,95.75,97.22222222222224,8.0,United Kingdom,GB,GBR,-0.12480016484065529
1.0,30.0,2.0,3.0,5.0,3,R_eQjfajmMzNrz3tT,uk,1,NegativeEmotions,51.0,55.44444444444444,2.0,United Kingdom,GB,GBR,0.9307388125834958
,39.0,1.0,3.0,8.0,4,R_styGSwA2CyEcRGx,uk,1,SciConsens,3.25,,0.0,United Kingdom,GB,GBR,
0.0,34.0,2.0,3.0,6.0,6,R_3dMtoIMIinPCT4i,uk,1,SystemJust,100.0,75.77777777777777,2.0,United Kingdom,GB,GBR,-0.07846649660365897
,28.0,2.0,3.0,4.0,8,R_1f1wmUyWr8LKsLO,uk,1,PluralIgnorance,76.75,53.77777777777778,8.0,United Kingdom,GB,GBR,
1.0,40.0,2.0,3.0,4.0,7,R_22xj3bbfzfq05f1,uk,1,PsychDistance,98.75,89.0,8.0,United Kingdom,GB,GBR,1.0268829923285865
0.0,27.0,2.0,3.0,6.0,1,R_2SlzOr48pF24y0V,uk,1,Control,100.0,82.11111111111111,1.0,United Kingdom,GB,GBR,0.05701632539440209
1.0,30.0,2.0,3.0,2.0,10,R_1jeNnleNsdh82Px,uk,1,DynamicNorm,75.75,67.55555555555556,8.0,United Kingdom,GB,GBR,1.0330047936584468
0.0,49.0,2.0,2.0,4.0,12,R_3q6iYvemdBFvzA5,uk,1,BindingMoral,94.25,63.55555555555556,3.0,United Kingdom,GB,GBR,-0.05198145519541294
,40.0,2.0,2.0,1.0,5,R_3iPS19DStPqUN95,uk,1,CollectAction,100.0,86.11111111111111,2.0,United Kingdom,GB,GBR,
1.0,41.0,2.0,2.0,9.0,12,R_1ouUAfFWMatmiUo,uk,1,BindingMoral,74.25,61.625,8.0,United Kingdom,GB,GBR,1.1356104716836908
1.0,35.0,2.0,3.0,4.0,5,R_3m3GW8P63Xc5N37,uk,1,CollectAction,87.5,56.22222222222222,1.0,United Kingdom,GB,GBR,1.1202822205459537
,29.0,2.0,3.0,4.0,5,R_Rm1Llyb2ukJUZz3,uk,1,CollectAction,100.0,100.0,8.0,United Kingdom,GB,GBR,
,30.0,2.0,3.0,8.0,7,R_3CQxRV88LzOT08F,uk,1,PsychDistance,100.0,83.33333333333333,8.0,United Kingdom,GB,GBR,
1.0,37.0,2.0,3.0,6.0,2,R_3sokkB4OckIggFk,uk,1,Identity-Social-Norms-Intervention,90.5,78.66666666666667,8.0,United Kingdom,GB,GBR,0.857645898569331
0.0,30.0,2.0,4.0,8.0,8,R_3EgvAsjKTkUapBe,uk,1,PluralIgnorance,100.0,77.33333333333333,0.0,United Kingdom,GB,GBR,0.023258702626214357
1.0,28.0,2.0,3.0,2.0,4,R_2Eb21bWwMMDOz21,uk,1,SciConsens,88.25,66.375,8.0,United Kingdom,GB,GBR,1.1408054142851491
,26.0,2.0,2.0,3.0,8,R_5b9eOAKkOEtYwPT,uk,1,PluralIgnorance,97.5,79.88888888888889,8.0,United Kingdom,GB,GBR,
0.0,28.0,2.0,4.0,6.0,4,R_1Ljl52Fq9Q9isru,uk,1,SciConsens,93.5,75.11111111111111,3.0,United Kingdom,GB,GBR,-0.02928001063264027
1.0,25.0,2.0,2.0,6.0,10,R_1H8keM843ahr4jI,uk,1,DynamicNorm,84.25,61.888888888888886,8.0,United Kingdom,GB,GBR,1.115693973892488
1.0,42.0,2.0,3.0,3.0,1,R_1M92OwKevwXOjhT,uk,1,Control,80.25,85.88888888888889,1.0,United Kingdom,GB,GBR,1.0010318514625747
1.0,33.0,2.0,3.0,5.0,9,R_1GQsFGfB6utdwcQ,uk,1,Letter2Future,74.75,61.888888888888886,8.0,United Kingdom,GB,GBR,1.0058679447217556
1.0,29.0,2.0,2.0,2.0,10,R_2v1EBFRR76R5ucP,uk,1,DynamicNorm,100.0,99.66666666666669,0.0,United Kingdom,GB,GBR,1.0543547265951356
1.0,35.0,2.0,4.0,9.0,12,R_9MFlx51DZjsLMWd,uk,1,BindingMoral,92.0,85.5,8.0,United Kingdom,GB,GBR,0.7475007540246095
,54.0,2.0,3.0,4.0,6,R_1LYzPfJ03DKRJUp,uk,1,SystemJust,93.75,84.11111111111111,8.0,United Kingdom,GB,GBR,
1.0,28.0,2.0,4.0,3.0,3,R_1hAVOTTu9m3pQp2,uk,1,NegativeEmotions,75.0,96.33333333333331,8.0,United Kingdom,GB,GBR,0.7807422133921009
,47.0,2.0,3.0,1.0,9,R_1IW18MleRuu8OHj,uk,1,Letter2Future,99.5,89.77777777777777,8.0,United Kingdom,GB,GBR,
1.0,30.0,2.0,3.0,2.0,10,R_UMhLGo6kd6kkx7H,uk,1,DynamicNorm,91.75,69.33333333333333,8.0,United Kingdom,GB,GBR,0.9728478658422254
,26.0,2.0,3.0,6.0,6,R_3lRep6kVPRFCHdM,uk,1,SystemJust,84.0,81.88888888888889,8.0,United Kingdom,GB,GBR,
0.0,26.0,2.0,3.0,8.0,11,R_1pRJ4apJQQwL5hD,uk,1,FutureSelfCont,94.75,82.22222222222223,8.0,United Kingdom,GB,GBR,-0.3808828493300053
1.0,67.0,2.0,3.0,3.0,12,R_25RSIMkJSN6SFBX,uk,1,BindingMoral,45.0,42.66666666666666,8.0,United Kingdom,GB,GBR,0.7341957831136303
1.0,35.0,2.0,3.0,4.0,3,R_BKDZrWy5veu4jNn,uk,1,NegativeEmotions,100.0,77.77777777777777,3.0,United Kingdom,GB,GBR,1.0867619440080312
,36.0,2.0,2.0,4.0,10,R_DdZrYyAvheK4gal,uk,1,DynamicNorm,71.0,52.66666666666666,1.0,United Kingdom,GB,GBR,
1.0,46.0,1.0,4.0,4.0,3,R_eu1JhrAQ9XRZ58R,uk,1,NegativeEmotions,51.0,46.44444444444444,1.0,United Kingdom,GB,GBR,1.1740627470897729
,40.0,2.0,3.0,4.0,2,R_22nsWCPnqpk7sOG,uk,1,Identity-Social-Norms-Intervention,100.0,92.55555555555556,8.0,United Kingdom,GB,GBR,
0.0,36.0,2.0,3.0,8.0,6,R_XHdPaFTPlukJmX7,uk,1,SystemJust,100.0,60.0,1.0,United Kingdom,GB,GBR,-0.2522290025041653
,32.0,2.0,3.0,1.0,4,R_2OTuAeVD7ZroxUs,uk,1,SciConsens,90.5,77.11111111111111,2.0,United Kingdom,GB,GBR,
1.0,36.0,2.0,3.0,7.0,6,R_BrAlbC3WxEQmWw9,uk,1,SystemJust,58.75,79.88888888888889,0.0,United Kingdom,GB,GBR,1.0130745718458023
0.0,40.0,2.0,3.0,4.0,1,R_1mI9C4xQAgusXPT,uk,1,Control,89.75,64.44444444444444,8.0,United Kingdom,GB,GBR,0.08943385681831355
1.0,36.0,2.0,3.0,6.0,3,R_1oHESP6rfhvTwJq,uk,1,NegativeEmotions,81.0,78.77777777777777,1.0,United Kingdom,GB,GBR,0.9898107206338586
,37.0,1.0,2.0,3.0,9,R_2rr19OB87CoxP3k,uk,1,Letter2Future,100.0,84.77777777777777,0.0,United Kingdom,GB,GBR,
1.0,24.0,2.0,4.0,5.0,12,R_3LcEDttfM3h06Mq,uk,1,BindingMoral,69.5,52.11111111111112,1.0,United Kingdom,GB,GBR,1.088217432037099
,40.0,2.0,3.0,7.0,5,R_1jcX8vIzx7o086T,uk,1,CollectAction,62.25,41.55555555555556,5.0,United Kingdom,GB,GBR,
0.0,26.0,2.0,3.0,9.0,2,R_1S5AMkGmm8sMJkR,uk,1,Identity-Social-Norms-Intervention,79.0,79.6,1.0,United Kingdom,GB,GBR,0.009989003239663554
1.0,29.0,2.0,3.0,6.0,3,R_22PKOaINV7kf6Y4,uk,1,NegativeEmotions,100.0,93.66666666666669,2.0,United Kingdom,GB,GBR,0.9000808677583831
,39.0,2.0,3.0,5.0,7,R_1JRE1Js3IoKeQeU,uk,1,PsychDistance,70.0,52.44444444444444,8.0,United Kingdom,GB,GBR,
1.0,33.0,2.0,3.0,1.0,8,R_XocvABaEfFpUZFL,uk,1,PluralIgnorance,94.75,83.55555555555556,8.0,United Kingdom,GB,GBR,1.1052689759897665
0.0,34.0,2.0,3.0,3.0,2,R_1k1T91JzuNTV06u,uk,1,Identity-Social-Norms-Intervention,95.5,79.66666666666667,1.0,United Kingdom,GB,GBR,0.3384573291297342
1.0,44.0,2.0,3.0,2.0,4,R_3Wxy1n9XYwiBur7,uk,1,SciConsens,85.5,80.33333333333333,8.0,United Kingdom,GB,GBR,1.0109876469931038
0.0,27.0,2.0,2.0,2.0,5,R_1mtjqGp1g2wxB5o,uk,1,CollectAction,52.75,61.55555555555556,8.0,United Kingdom,GB,GBR,-0.11978918957492989
,44.0,2.0,2.0,6.0,6,R_bfKMS9Zaxkg2vyp,uk,1,SystemJust,92.0,96.33333333333331,1.0,United Kingdom,GB,GBR,
,42.0,2.0,3.0,8.0,1,R_3nSMd2pt4c1IQTU,uk,1,Control,84.5,72.0,3.0,United Kingdom,GB,GBR,
,37.0,2.0,3.0,4.0,10,R_2q34n15FPzLGv2u,uk,1,DynamicNorm,65.75,71.25,8.0,United Kingdom,GB,GBR,
0.0,41.0,2.0,4.0,3.0,6,R_1LGWkY8CHgawRJp,uk,1,SystemJust,34.5,34.666666666666664,6.0,United Kingdom,GB,GBR,0.14641374592174256
1.0,46.0,2.0,3.0,3.0,12,R_xGfAuAC7qYRx1rH,uk,1,BindingMoral,100.0,95.0,8.0,United Kingdom,GB,GBR,0.9584484171247141
1.0,27.0,2.0,3.0,6.0,4,R_3hmYtfEU3NZEFSG,uk,1,SciConsens,70.25,67.66666666666667,1.0,United Kingdom,GB,GBR,1.0623047439168505
0.0,34.0,2.0,3.0,7.0,5,R_2OPX0xwocbuERdi,uk,1,CollectAction,70.5,78.0,1.0,United Kingdom,GB,GBR,0.08908312768306503
0.0,40.0,2.0,3.0,8.0,3,R_50iqqgItu5xpjax,uk,1,NegativeEmotions,68.75,63.333333333333336,8.0,United Kingdom,GB,GBR,0.04795901954598289
1.0,42.0,2.0,2.0,2.0,8,R_2YEB0kwDGnSywfB,uk,1,PluralIgnorance,100.0,100.0,8.0,United Kingdom,GB,GBR,1.448348354207093
1.0,42.0,2.0,3.0,2.0,9,R_2t5vQ2zl9NrGCbi,uk,1,Letter2Future,94.0,95.44444444444444,1.0,United Kingdom,GB,GBR,1.1813182842564744
0.0,66.0,2.0,3.0,2.0,1,R_3KuTaWLqgbgOSBA,uk,1,Control,74.0,75.77777777777777,2.0,United Kingdom,GB,GBR,-0.1838714356741848
,26.0,2.0,3.0,5.0,10,R_agaanaz0WxzNMYN,uk,1,DynamicNorm,92.75,72.0,0.0,United Kingdom,GB,GBR,
1.0,30.0,2.0,3.0,8.0,2,R_3PFJ0IRXUmcWgPT,uk,1,Identity-Social-Norms-Intervention,81.0,69.11111111111111,0.0,United Kingdom,GB,GBR,0.907887597583912
,34.0,2.0,2.0,6.0,7,R_2uK8lwXl1ugayQp,uk,1,PsychDistance,79.5,74.55555555555556,8.0,United Kingdom,GB,GBR,
1.0,33.0,2.0,4.0,5.0,2,R_pN0bg7f51dWcUKt,uk,1,Identity-Social-Norms-Intervention,90.75,72.66666666666667,1.0,United Kingdom,GB,GBR,0.8345107502846496
,35.0,2.0,2.0,7.0,3,R_2PtbTfjdKlbRjyX,uk,1,NegativeEmotions,78.75,74.0,3.0,United Kingdom,GB,GBR,
1.0,63.0,1.0,2.0,2.0,8,R_2RUKp8G3mtWAdp1,uk,1,PluralIgnorance,93.75,89.77777777777777,8.0,United Kingdom,GB,GBR,1.358379343885992
0.0,47.0,2.0,3.0,2.0,4,R_1putd3foYd6qXMy,uk,1,SciConsens,70.5,39.44444444444444,4.0,United Kingdom,GB,GBR,-0.03298185904849118
0.0,51.0,2.0,3.0,4.0,1,R_SSPI57mt4Z3Obwl,uk,1,Control,66.5,66.33333333333333,3.0,United Kingdom,GB,GBR,-0.0073516184507703315
,33.0,2.0,2.0,1.0,11,R_QbI7XClgqsNoyM9,uk,1,FutureSelfCont,94.25,80.88888888888889,8.0,United Kingdom,GB,GBR,
0.0,57.0,2.0,2.0,2.0,4,R_2CspHnKXW1iEtUt,uk,1,SciConsens,100.0,83.44444444444444,8.0,United Kingdom,GB,GBR,0.29857532360479777
,71.0,1.0,3.0,8.0,6,R_3JKNt5FFmQEkxTu,uk,1,SystemJust,100.0,93.75,0.0,United Kingdom,GB,GBR,
1.0,28.0,2.0,1.0,3.0,2,R_bNTurSO8hNrFCql,uk,1,Identity-Social-Norms-Intervention,99.75,74.875,1.0,United Kingdom,GB,GBR,0.9932358197440935
,18.0,2.0,3.0,3.0,4,R_31LO8pKIMnw4Ei6,uk,1,SciConsens,99.25,68.11111111111111,8.0,United Kingdom,GB,GBR,
1.0,27.0,2.0,4.0,8.0,9,R_Z31FUHRpUOMCddn,uk,1,Letter2Future,93.0,70.22222222222223,2.0,United Kingdom,GB,GBR,1.0365638742354435
0.0,63.0,2.0,3.0,1.0,7,R_2ZIFQ1FNEq1Ef2W,uk,1,PsychDistance,100.0,83.0,0.0,United Kingdom,GB,GBR,-0.10611425824925629
1.0,34.0,2.0,2.0,3.0,10,R_2xKtgluwbv3iaVw,uk,1,DynamicNorm,41.75,36.44444444444444,4.0,United Kingdom,GB,GBR,1.0405657606593217
1.0,34.0,1.0,4.0,8.0,5,R_8erPQPVWVGqRnSp,uk,1,CollectAction,53.5,63.77777777777778,0.0,United Kingdom,GB,GBR,1.1612561242481694
1.0,20.0,2.0,3.0,3.0,10,R_ufEMyahbxNmSB6F,uk,1,DynamicNorm,79.75,94.88888888888889,2.0,United Kingdom,GB,GBR,1.282902798391389
0.0,21.0,2.0,3.0,6.0,11,R_12hd5iQhET6rlv4,uk,1,FutureSelfCont,84.5,81.44444444444444,8.0,United Kingdom,GB,GBR,0.016711722313281486
1.0,26.0,2.0,3.0,3.0,8,R_3hGYlF46U8j6AaD,uk,1,PluralIgnorance,94.5,86.66666666666667,8.0,United Kingdom,GB,GBR,0.8394367536094873
1.0,22.0,2.0,4.0,6.0,7,R_pttIGRKFufx3W6d,uk,1,PsychDistance,57.75,59.22222222222222,8.0,United Kingdom,GB,GBR,1.0947122205768793
0.0,36.0,2.0,2.0,2.0,1,R_Xz8dCnxXLPcq26R,uk,1,Control,39.75,31.22222222222222,0.0,United Kingdom,GB,GBR,0.050852285430584766
,19.0,2.0,2.0,5.0,6,R_10SmiPZ3fIJYlph,uk,1,SystemJust,100.0,78.33333333333333,2.0,United Kingdom,GB,GBR,
1.0,26.0,2.0,4.0,4.0,12,R_22VpEGEMrYSTZV5,uk,1,BindingMoral,93.0,81.44444444444444,8.0,United Kingdom,GB,GBR,0.9684048728989488
1.0,35.0,2.0,3.0,3.0,5,R_2PBjqLG2JZSuiZl,uk,1,CollectAction,99.5,99.77777777777776,6.0,United Kingdom,GB,GBR,1.0912287750010499
1.0,40.0,2.0,2.0,4.0,7,R_2uqvU7GSBHLheVU,uk,1,PsychDistance,82.25,58.77777777777778,8.0,United Kingdom,GB,GBR,1.0114831633127352
,27.0,2.0,2.0,2.0,6,R_2V2OKtc0oRR8OaZ,uk,1,SystemJust,100.0,62.5,8.0,United Kingdom,GB,GBR,
,61.0,1.0,2.0,4.0,4,R_2pMhtBP9OgAteph,uk,1,SciConsens,19.0,14.666666666666666,2.0,United Kingdom,GB,GBR,
,25.0,2.0,3.0,4.0,9,R_2A1px4459VvnEYz,uk,1,Letter2Future,100.0,78.66666666666667,2.0,United Kingdom,GB,GBR,
1.0,45.0,2.0,3.0,3.0,12,R_1gnm2iWlr4GyI6q,uk,1,BindingMoral,95.5,44.55555555555556,2.0,United Kingdom,GB,GBR,1.2352051948258895
,20.0,2.0,3.0,8.0,1,R_242umJ7C8nOUPsn,uk,1,Control,81.75,72.88888888888889,3.0,United Kingdom,GB,GBR,
0.0,31.0,2.0,2.0,5.0,5,R_2D6o8QpEpTUXGD9,uk,1,CollectAction,86.75,65.55555555555556,1.0,United Kingdom,GB,GBR,0.04976501619772046
,28.0,2.0,3.0,7.0,3,R_2trhoou6GZLSdx2,uk,1,NegativeEmotions,72.0,65.77777777777777,8.0,United Kingdom,GB,GBR,
,74.0,2.0,3.0,7.0,11,R_3kiDP1EbSlW2q8R,uk,1,FutureSelfCont,89.0,93.0,0.0,United Kingdom,GB,GBR,
0.0,33.0,2.0,3.0,7.0,11,R_Zk7U7ZY2B8UEirL,uk,1,FutureSelfCont,97.5,93.55555555555556,2.0,United Kingdom,GB,GBR,-0.06348979268606832
1.0,18.0,2.0,3.0,8.0,10,R_129b2TF2hS2RsXu,uk,1,DynamicNorm,100.0,97.11111111111111,4.0,United Kingdom,GB,GBR,1.1711890090674728
0.0,30.0,2.0,3.0,1.0,6,R_3gMXy2HF8wkaV34,uk,1,SystemJust,100.0,89.0,0.0,United Kingdom,GB,GBR,0.06356514987204111
1.0,21.0,2.0,4.0,9.0,5,R_2SCBZAV5K8okV5N,uk,1,CollectAction,81.0,44.77777777777778,8.0,United Kingdom,GB,GBR,0.9303349798303271
1.0,35.0,2.0,3.0,5.0,3,R_23WfOF54YytaRcD,uk,1,NegativeEmotions,98.5,99.66666666666669,8.0,United Kingdom,GB,GBR,0.9435320353166631
0.0,56.0,2.0,2.0,1.0,12,R_3dWgKbNQxH9gfqm,uk,1,BindingMoral,64.25,54.333333333333336,8.0,United Kingdom,GB,GBR,0.3107552077108294
1.0,37.0,2.0,3.0,5.0,4,R_1gBYbC5VXNjtZSd,uk,1,SciConsens,86.75,64.11111111111111,8.0,United Kingdom,GB,GBR,1.0312792950837728
1.0,70.0,1.0,3.0,4.0,6,R_3kMQ6rOuxjdpA4u,uk,1,SystemJust,65.5,64.55555555555556,1.0,United Kingdom,GB,GBR,1.1149010504301913
1.0,24.0,2.0,2.0,1.0,7,R_1IXCXfx6XsSn4yV,uk,1,PsychDistance,66.75,64.77777777777777,2.0,United Kingdom,GB,GBR,0.7659001821745905
1.0,54.0,2.0,4.0,4.0,1,R_3sihKB1HkwbZkAJ,uk,1,Control,71.25,50.77777777777778,8.0,United Kingdom,GB,GBR,0.9948915892046162
,24.0,2.0,4.0,2.0,5,R_3FRTXAcrE7QrHG9,uk,1,CollectAction,78.0,47.77777777777778,8.0,United Kingdom,GB,GBR,
1.0,45.0,2.0,3.0,4.0,5,R_12Rsfsx7ujqG9eT,uk,1,CollectAction,87.75,71.33333333333333,2.0,United Kingdom,GB,GBR,0.9365182897443239
0.0,32.0,2.0,3.0,7.0,10,R_2q8mXMNDoCmtS1L,uk,1,DynamicNorm,94.5,49.888888888888886,8.0,United Kingdom,GB,GBR,0.04205953111780058
,42.0,2.0,3.0,5.0,3,R_3M4Oeg8EScg8P36,uk,1,NegativeEmotions,90.5,56.55555555555556,8.0,United Kingdom,GB,GBR,
1.0,41.0,1.0,3.0,5.0,11,R_3lrwp7hz3soSXAV,uk,1,FutureSelfCont,100.0,79.88888888888889,0.0,United Kingdom,GB,GBR,0.978747151688543
1.0,19.0,2.0,3.0,5.0,9,R_3soj2ZtAb7C91wJ,uk,1,Letter2Future,100.0,80.55555555555556,1.0,United Kingdom,GB,GBR,1.0500561335003946
1.0,30.0,2.0,3.0,1.0,2,R_3De9EQ1QIch6KHk,uk,1,Identity-Social-Norms-Intervention,73.5,80.0,8.0,United Kingdom,GB,GBR,0.7106959900467573
0.0,32.0,1.0,5.0,1.0,6,R_1ImlJ6QFMwKr7M8,uk,1,SystemJust,42.5,17.444444444444443,3.0,United Kingdom,GB,GBR,0.021464617410752243
,24.0,2.0,4.0,5.0,1,R_12scGAXdyXLtUWa,uk,1,Control,84.25,60.57142857142857,8.0,United Kingdom,GB,GBR,
,21.0,2.0,3.0,3.0,8,R_29hJ3H6M3msRRe4,uk,1,PluralIgnorance,89.0,78.88888888888889,8.0,United Kingdom,GB,GBR,
,48.0,2.0,2.0,9.0,7,R_2SpDMoORWU2Zfv3,uk,1,PsychDistance,98.5,99.0,8.0,United Kingdom,GB,GBR,
1.0,22.0,2.0,3.0,3.0,12,R_114mMXQNRo3jr38,uk,1,BindingMoral,94.25,92.22222222222224,1.0,United Kingdom,GB,GBR,1.0391852482336768
,19.0,2.0,2.0,9.0,4,R_Z3tGh6vGKROyM3n,uk,1,SciConsens,70.5,59.25,0.0,United Kingdom,GB,GBR,
0.0,23.0,2.0,3.0,9.0,4,R_ZJChv4LV2W8ZDmV,uk,1,SciConsens,91.5,86.0,8.0,United Kingdom,GB,GBR,0.06950836443500949
0.0,49.0,2.0,3.0,4.0,5,R_2xXBDdpeFtfCaMZ,uk,1,CollectAction,98.5,84.77777777777777,8.0,United Kingdom,GB,GBR,0.18612989114455983
0.0,44.0,2.0,3.0,4.0,7,R_RVQ2Nv6TAPqEXtf,uk,1,PsychDistance,82.75,65.88888888888889,1.0,United Kingdom,GB,GBR,0.06317103079392215
1.0,41.0,2.0,3.0,3.0,8,R_1kZTwH76uoJPeDQ,uk,1,PluralIgnorance,87.0,73.66666666666667,2.0,United Kingdom,GB,GBR,0.8403127031114386
1.0,69.0,2.0,3.0,2.0,11,R_1lm0HT9ryMQ0tuH,uk,1,FutureSelfCont,99.0,96.0,8.0,United Kingdom,GB,GBR,0.9532210484518205
1.0,52.0,1.0,4.0,5.0,2,R_qwMDLTqlyUkAzfP,uk,1,Identity-Social-Norms-Intervention,100.0,79.875,0.0,United Kingdom,GB,GBR,0.760766464337319
0.0,68.0,2.0,2.0,4.0,12,R_pGKvC8HR2KHtWDv,uk,1,BindingMoral,37.75,22.375,0.0,United Kingdom,GB,GBR,0.14787917577234558
0.0,50.0,2.0,3.0,3.0,10,R_2wFXPB8Rn6C7J8g,uk,1,DynamicNorm,92.75,87.66666666666667,8.0,United Kingdom,GB,GBR,0.09987805234432015
,68.0,2.0,2.0,4.0,8,R_1Qz42VvoZT0nVu8,uk,1,PluralIgnorance,87.25,63.11111111111112,8.0,United Kingdom,GB,GBR,
,56.0,2.0,2.0,8.0,4,R_1jN6b1zJ15boI8E,uk,1,SciConsens,96.25,96.55555555555556,8.0,United Kingdom,GB,GBR,
1.0,28.0,4.0,3.0,2.0,2,R_pfPWDk50VnXX5WF,uk,1,Identity-Social-Norms-Intervention,100.0,91.11111111111111,8.0,United Kingdom,GB,GBR,0.9507475320341446
1.0,71.0,1.0,2.0,6.0,5,R_O6WHn8j6WixmeYx,uk,1,CollectAction,99.5,78.22222222222223,8.0,United Kingdom,GB,GBR,0.9866595353161304
1.0,41.0,2.0,3.0,5.0,1,R_WedCodZmfXNHiJX,uk,1,Control,100.0,80.77777777777777,8.0,United Kingdom,GB,GBR,1.002225521160422
1.0,24.0,2.0,4.0,7.0,3,R_xD8trF3nTmgSTQZ,uk,1,NegativeEmotions,92.5,89.33333333333333,0.0,United Kingdom,GB,GBR,1.0574797135808691
1.0,40.0,2.0,4.0,8.0,10,R_s5yb3lRynA5Idtn,uk,1,DynamicNorm,96.0,79.88888888888889,8.0,United Kingdom,GB,GBR,1.2345324754316236
,29.0,2.0,2.0,3.0,2,R_ALncBPoKjKjUAal,uk,1,Identity-Social-Norms-Intervention,86.75,,8.0,United Kingdom,GB,GBR,
,69.0,2.0,4.0,6.0,3,R_yyYrYnqJmo9ReP7,uk,1,NegativeEmotions,33.75,34.44444444444444,0.0,United Kingdom,GB,GBR,
1.0,61.0,1.0,3.0,5.0,4,R_Og5ObAkuDVheZX3,uk,1,SciConsens,73.5,46.66666666666666,0.0,United Kingdom,GB,GBR,1.0213280549252717
0.0,25.0,2.0,4.0,9.0,1,R_1oo5yl5FCTZitHT,uk,1,Control,95.0,76.11111111111111,2.0,United Kingdom,GB,GBR,0.003112704304113695
0.0,31.0,2.0,3.0,4.0,6,R_25MzFvR4s4yIz7N,uk,1,SystemJust,91.75,80.77777777777777,0.0,United Kingdom,GB,GBR,0.09382068487163427
0.0,31.0,2.0,3.0,6.0,11,R_3JaeKJgEuosQKMy,uk,1,FutureSelfCont,98.5,93.66666666666669,2.0,United Kingdom,GB,GBR,0.13480196320736476
1.0,33.0,2.0,2.0,3.0,5,R_1FCyuWLFBcScFGY,uk,1,CollectAction,90.5,53.77777777777778,1.0,United Kingdom,GB,GBR,0.7089269239611047
0.0,63.0,2.0,3.0,4.0,12,R_BJOTDrtqbYPJAVr,uk,1,BindingMoral,2.0,43.55555555555556,8.0,United Kingdom,GB,GBR,-0.3098606957042602
,22.0,2.0,2.0,2.0,8,R_2eVGYWHdtFboxn9,uk,1,PluralIgnorance,94.25,82.88888888888889,8.0,United Kingdom,GB,GBR,
1.0,32.0,1.0,3.0,8.0,1,R_WroeosISoBK7Xzj,uk,1,Control,88.25,82.22222222222223,8.0,United Kingdom,GB,GBR,0.9974681649721959
0.0,36.0,2.0,3.0,7.0,9,R_3soULNnXAIjE6DJ,uk,1,Letter2Future,92.75,61.888888888888886,2.0,United Kingdom,GB,GBR,0.23136480461361536
,68.0,1.0,3.0,4.0,4,R_Rqb7iTusIoyhACB,uk,1,SciConsens,100.0,100.0,8.0,United Kingdom,GB,GBR,
,73.0,2.0,3.0,1.0,7,R_2VsSLJRGELmimur,uk,1,PsychDistance,82.25,77.44444444444444,0.0,United Kingdom,GB,GBR,
0.0,32.0,2.0,1.0,1.0,5,R_3EZ2cdPw9j83yag,uk,1,CollectAction,44.75,,1.0,United Kingdom,GB,GBR,0.016087288761206377
1.0,57.0,2.0,2.0,3.0,12,R_3kyM22SHDKEYbMm,uk,1,BindingMoral,100.0,72.22222222222223,8.0,United Kingdom,GB,GBR,0.93908592018388
1.0,35.0,2.0,3.0,2.0,3,R_1GJLGN1oTp68LWm,uk,1,NegativeEmotions,54.0,52.66666666666666,8.0,United Kingdom,GB,GBR,1.3144337134541761
1.0,36.0,2.0,4.0,4.0,2,R_1qfe2E8AE6gSumW,uk,1,Identity-Social-Norms-Intervention,1.75,,8.0,United Kingdom,GB,GBR,1.0188336470460677
,20.0,2.0,2.0,9.0,10,R_231ukxdqJtGOyua,uk,1,DynamicNorm,47.75,41.888888888888886,8.0,United Kingdom,GB,GBR,
1.0,22.0,2.0,3.0,4.0,2,R_1M63IXTkoCBM2PZ,uk,1,Identity-Social-Norms-Intervention,66.75,74.33333333333333,1.0,United Kingdom,GB,GBR,0.8417116534761622
,54.0,2.0,3.0,1.0,8,R_wRVH3CPhpOBYcCJ,uk,1,PluralIgnorance,98.25,92.22222222222224,8.0,United Kingdom,GB,GBR,
,21.0,1.0,2.0,8.0,4,R_2CWJ685Cii9Ng4e,uk,1,SciConsens,25.5,39.0,2.0,United Kingdom,GB,GBR,
1.0,39.0,2.0,3.0,7.0,1,R_UcPCPpJhpOtlvi1,uk,1,Control,94.5,92.22222222222224,2.0,United Kingdom,GB,GBR,1.1468169571595053
,33.0,2.0,3.0,2.0,8,R_2fkSzh6ZG6c41Mz,uk,1,PluralIgnorance,99.25,58.66666666666666,0.0,United Kingdom,GB,GBR,
0.0,46.0,1.0,4.0,4.0,8,R_1ogVhHSPw1k1ilc,uk,1,PluralIgnorance,97.0,92.77777777777776,0.0,United Kingdom,GB,GBR,-0.24044416193209261
0.0,67.0,1.0,3.0,2.0,4,R_10Sotv9bBi5lbwv,uk,1,SciConsens,49.0,65.66666666666667,2.0,United Kingdom,GB,GBR,0.13292117943589624
0.0,48.0,1.0,3.0,7.0,12,R_2SHMVqlAS3M6IG4,uk,1,BindingMoral,72.5,58.55555555555556,8.0,United Kingdom,GB,GBR,-0.059478670482696144
